,age,certainty,education,id,income,intention,maternity,partner,positivity,text,text1,text2,woning,0,1,2,3,4,5,6,7,8
15,41.0,True,mbo,802987.0,2400.0,Zeker niet,True,Ja,False,"ik heb al drie kinderen, kan geen kinderen meer krijgen omdat ik mijn baarmoeder heb laten verwijderen ik ben niet onzeker. ik gewoon geen kinderen meer krijgen","ik heb al drie kinderen, kan geen kinderen meer krijgen omdat ik mijn baarmoeder heb laten verwijderen",ik ben niet onzeker. ik gewoon geen kinderen meer krijgen,Koopwoning,0.058113395841792224,0.07211574248503894,0.07329852981492876,0.46832872964441774,0.0645936194108799,0.08224875396117567,0.07033669041702524,0.057977429660968485,0.05298711566720158
16,39.0,False,hbo,803054.0,,Waarschijnlijk niet,True,Ja,False,"Medische oorzaak Niet in de hand hebben, ongewenst kinderloosheid",Medische oorzaak,"Niet in de hand hebben, ongewenst kinderloosheid",Koopwoning,0.04019675318850204,0.05138960051699541,0.03711357634165324,0.022910874396256987,0.04101558325346559,0.059045631595654416,0.07484231099369935,0.038374552357709035,0.63511111587286
17,25.0,False,hbo,803100.0,,Weet het niet,False,Ja,False,Wil eerst wat geld verdienen en genieten Weet het nog niet ben niet zeker of ik ze wel kan krijgen en of mijn partner wel wil,Wil eerst wat geld verdienen en genieten,Weet het nog niet ben niet zeker of ik ze wel kan krijgen en of mijn partner wel wil,Huurwoning,0.03490165898110718,0.18758791873697192,0.12340466929599643,0.1117094015236944,0.1738831873983145,0.10988869601860643,0.08396243205061182,0.04787850971333683,0.12678353232331574
18,24.0,False,hbo,803454.0,,Waarschijnlijk niet,False,Ja,False,Nog iets te vroeg. Vriend is dan net pas klaar met studie Ja ik wil graag kinderen krijgen,Nog iets te vroeg. Vriend is dan net pas klaar met studie,Ja ik wil graag kinderen krijgen,Huurwoning,0.04622921433765441,0.04487862098030746,0.06923004258424044,0.12461532973684371,0.16938122170977293,0.10284648146480321,0.05855362976435572,0.0909980951808393,0.29326736005023124
19,35.0,True,havo/vwo,803555.0,0.0,Zeker niet,True,Ja,False,Ik ben gelukkig met mijn 3 kinderen en heb geen wens meer om meer kinderen te krijgen. 3 kinderen vinden wij meer dan genoeg. We willen graag genoeg tijd hebben voor alle 3 en daarnaast vind ik het fijn nu weer een beetje mijn eigen leven op te kunnen pakken nu ze ouder worden.,Ik ben gelukkig met mijn 3 kinderen en heb geen wens meer om meer kinderen te krijgen.,3 kinderen vinden wij meer dan genoeg. We willen graag genoeg tijd hebben voor alle 3 en daarnaast vind ik het fijn nu weer een beetje mijn eigen leven op te kunnen pakken nu ze ouder worden.,Koopwoning,0.05787276222836226,0.24187880461104214,0.1374179264064878,0.1521561173023656,0.05247557503171265,0.1114445261657238,0.10538464642595499,0.0992018157034181,0.04216783838346601
20,34.0,False,mbo,803570.0,,Weet het niet,True,Ja,False,"Corina, toekomst leven onzekerheid, financieel Toekomst, economisch pandemie","Corina, toekomst leven onzekerheid, financieel","Toekomst, economisch pandemie",Huurwoning,0.07949319028994069,0.08417753317626193,0.11378052649088204,0.08185048820450902,0.19998263800516725,0.08177905399352312,0.08218969991139602,0.0671646841801703,0.2095821747323498
21,29.0,False,hbo,804000.0,3250.0,Waarschijnlijk wel,True,Nee,True,"Ik zei als kind al dat ik graag moeder wilde worden. In een langdurig date contact ben ik daar tijdelijk aan gaan twijfelen, omdat dat contact geen kinderen wilde en ik hem wel heel leuk vond. Ik ben er toen zo van geschrokken dat iemand anders me hierover liet twijfelen dat ik nu zeker weet dat ik graag kinderen zou willen. Ik ben echter wel onzeker over wanneer ik me goed genoeg voel bij mijn partner om deze langdurige verbintenis samen aan te gaan. Mijn huidige vriend heeft een zoontje van 3 (ik heb geen kinderen) en gezien ik zelf uit een stabiele gezinssituatie kom, vind ik het moeilijk voor me te zien om te starten met een samengesteld gezin wanneer wij kinderen zouden krijgen. Daarnaast maakt het me onzeker dat hij twijfelt of hij meer kinderen zal willen en ik er wel 2 a 3 zou willen als het me gegund is. Ik vraag me dan weleens af of het verschil te groot is. Los van mijn huidige partner is er ergens wel de angst om mijn beeld van een gezin niet waar te kunnen maken voor mijn toekomstige kinderen, omdat je in een relatie altijd twee partijen hebt en ik alleen niet overal invloed op heb. Ik voel me zeker over het feit dat ik stabiel genoeg ben om een kind op te voeden, veel liefde te geven heb en verwacht dat ik het financieel goed genoeg voor elkaar heb. Ik zou wel hopen ook met kinderen een stukje spontaniteit en avontuurlijkheid of erop uit kunnen gaat het te behouden, maar dat weet je niet altijd van te voren. Verschillen in kijk op/inrichting van het leven, persoonlijkheid of mening over opvoeding veroorzaakt weleens twijfels bij gedachten aan kinderen met een specifiek persoon.","Ik zei als kind al dat ik graag moeder wilde worden. In een langdurig date contact ben ik daar tijdelijk aan gaan twijfelen, omdat dat contact geen kinderen wilde en ik hem wel heel leuk vond. Ik ben er toen zo van geschrokken dat iemand anders me hierover liet twijfelen dat ik nu zeker weet dat ik graag kinderen zou willen. Ik ben echter wel onzeker over wanneer ik me goed genoeg voel bij mijn partner om deze langdurige verbintenis samen aan te gaan. Mijn huidige vriend heeft een zoontje van 3 (ik heb geen kinderen) en gezien ik zelf uit een stabiele gezinssituatie kom, vind ik het moeilijk voor me te zien om te starten met een samengesteld gezin wanneer wij kinderen zouden krijgen. Daarnaast maakt het me onzeker dat hij twijfelt of hij meer kinderen zal willen en ik er wel 2 a 3 zou willen als het me gegund is. Ik vraag me dan weleens af of het verschil te groot is. Los van mijn huidige partner is er ergens wel de angst om mijn beeld van een gezin niet waar te kunnen maken voor mijn toekomstige kinderen, omdat je in een relatie altijd twee partijen hebt en ik alleen niet overal invloed op heb.","Ik voel me zeker over het feit dat ik stabiel genoeg ben om een kind op te voeden, veel liefde te geven heb en verwacht dat ik het financieel goed genoeg voor elkaar heb. Ik zou wel hopen ook met kinderen een stukje spontaniteit en avontuurlijkheid of erop uit kunnen gaat het te behouden, maar dat weet je niet altijd van te voren. Verschillen in kijk op/inrichting van het leven, persoonlijkheid of mening over opvoeding veroorzaakt weleens twijfels bij gedachten aan kinderen met een specifiek persoon.",Koopwoning,0.01757968275633175,0.007594440167304128,0.008426320081343874,0.003480940064764582,0.006244192089070566,0.014181216910947115,0.688078373670578,0.24745653476566076,0.006958301275153645
22,24.0,False,havo/vwo,804049.0,1980.0,Waarschijnlijk wel,False,Ja,True,"Ik heb op dit moment geen relatie. Als dit in de toekomst wel gebeurt, dan zou ik wel graag kinderen krijgen. Nog geen relatie. Geen idee of eventuele partner het zou willen. Geen idee of het mij gegeven is om kinderen te krijgen.","Ik heb op dit moment geen relatie. Als dit in de toekomst wel gebeurt, dan zou ik wel graag kinderen krijgen.",Nog geen relatie. Geen idee of eventuele partner het zou willen. Geen idee of het mij gegeven is om kinderen te krijgen.,Koopwoning,0.12413705671206117,0.04174896309268661,0.24655318725854158,0.060434558533597735,0.031029368878807872,0.05625223675742745,0.22472144216299056,0.1514336449559778,0.06368952393531799
23,26.0,False,wo,804098.0,,Weet het niet,False,Nee,False,"Allereerst heb k wel een partner; maar we zijn niet getrouwd of samenwonend (nog), dus dan is er nog geen stabiele basis voor een kind  Daarnaast ben k ernstig ziek, dus nu niet in staat om een zwangerschap door te maken Jawel, het lijkt me mooi om moeder te zijn! Een taak met wel veel verantwoordelijkheid","Allereerst heb k wel een partner; maar we zijn niet getrouwd of samenwonend (nog), dus dan is er nog geen stabiele basis voor een kind  Daarnaast ben k ernstig ziek, dus nu niet in staat om een zwangerschap door te maken","Jawel, het lijkt me mooi om moeder te zijn! Een taak met wel veel verantwoordelijkheid",Huurwoning,0.5214389808475971,0.03452643046621233,0.06476856227964163,0.045198799250647424,0.04286847357871011,0.069693193747662,0.09692045117262751,0.07487925325985997,0.04970585550181568
24,30.0,False,hbo,804187.0,,Waarschijnlijk wel,False,Ja,True,"Een gezin in de toekomst lijkt me fijn. Maar ik ben onzeker over de toekomst voor mijn kinderen (wanneer ik deze krijg), want het klimaat staat er niet goed voor. Er moet wat gebeuren waardoor ik zeker weet dat ik een goede toekomst kan bieden aan mijn kinderen. Ja, het gevoel komt steeds meer, maar op het moment wil ik het nog niet, omdat ik nog dromen en doelen (en mijn 'vrijheid') heb die ik wil behalen.","Een gezin in de toekomst lijkt me fijn. Maar ik ben onzeker over de toekomst voor mijn kinderen (wanneer ik deze krijg), want het klimaat staat er niet goed voor. Er moet wat gebeuren waardoor ik zeker weet dat ik een goede toekomst kan bieden aan mijn kinderen.","Ja, het gevoel komt steeds meer, maar op het moment wil ik het nog niet, omdat ik nog dromen en doelen (en mijn 'vrijheid') heb die ik wil behalen.",Huurwoning,0.19835554966703056,0.053110701020341364,0.08324318709783256,0.02511149940546602,0.09002037388272584,0.06859407634474338,0.3038732402026653,0.13730733087286354,0.04038404889870435
25,38.0,False,mbo,804211.0,2539.0,Waarschijnlijk niet,False,Nee,False,Zorgen dat ik mijn kind niet alles kan geven. Denk aan een gezin met een vader en moeder. Op financieel gebied. Op emotioneel vlak. Maar ook dat ik m’n leven moet aanpassen. Denk aan mijn baan als stewardess. Ik weet niet of het voor mij er nog in zit qua leeftijd. Diep van binnen zou ik graag een kind willen met de juiste partner. Ik houd in mijn achterhoofd dat het niet meer gaat gebeuren.,Zorgen dat ik mijn kind niet alles kan geven. Denk aan een gezin met een vader en moeder. Op financieel gebied. Op emotioneel vlak. Maar ook dat ik m’n leven moet aanpassen. Denk aan mijn baan als stewardess.,Ik weet niet of het voor mij er nog in zit qua leeftijd. Diep van binnen zou ik graag een kind willen met de juiste partner. Ik houd in mijn achterhoofd dat het niet meer gaat gebeuren.,Huurwoning,0.28140143267810347,0.0825973249040544,0.0404079470783472,0.03919534012675285,0.15740139377303422,0.20384986991994083,0.12044342211447656,0.028281416487880053,0.046421850519254806
26,41.0,False,mbo,804562.0,2800.0,Waarschijnlijk niet,False,Ja,False,Op het moment ben ik 41. Mijn kinderwens is altijd groot geweest maar niet gelukt en nu heb ik me erbij neergelegd dat het er niet meer van komt. Leeftijd ( te oud) Leeftijd van mijn man ( te oud),Op het moment ben ik 41. Mijn kinderwens is altijd groot geweest maar niet gelukt en nu heb ik me erbij neergelegd dat het er niet meer van komt.,Leeftijd ( te oud) Leeftijd van mijn man ( te oud),Koopwoning,0.18328715381212532,0.062302079424262045,0.1664233767427504,0.0661703680176288,0.12108692205511033,0.10846720980480314,0.0996434917440638,0.08479205779731273,0.10782734518870711
27,41.0,True,mbo,805804.0,1350.0,Zeker niet,True,Ja,False,"Ik heb verder geen kinderwens meer, en mijn man ook niet. Nee niet meer ook ivm onze leeftijd 46 en 41","Ik heb verder geen kinderwens meer, en mijn man ook niet.",Nee niet meer ook ivm onze leeftijd 46 en 41,Koopwoning,0.22721594404429196,0.06812964184209705,0.049393057753331956,0.32631870321929457,0.04624210143228993,0.05592397642321885,0.033130166953196746,0.03601970050949603,0.15762670580297708
28,26.0,False,wo,805886.0,2395.0,Weet het niet,False,Nee,False,Ik heb nog geen partner op dit moment en ik ben nu 26 jaar en zou graag beginnen met kinderen rond een jaar of 30. Dus ik verwacht nu nog geen kinderen in de komende drie jaar maar daarna wel graag. Ja ik wil graag kinderen. Sinds ik jong ben weet ik dat. Ik vind kinderen erg leuk en lijkt me heel gezellig om een gezin te hebben met kinderen. Het is gewoon een gevoel.,Ik heb nog geen partner op dit moment en ik ben nu 26 jaar en zou graag beginnen met kinderen rond een jaar of 30. Dus ik verwacht nu nog geen kinderen in de komende drie jaar maar daarna wel graag.,Ja ik wil graag kinderen. Sinds ik jong ben weet ik dat. Ik vind kinderen erg leuk en lijkt me heel gezellig om een gezin te hebben met kinderen. Het is gewoon een gevoel.,Huurwoning,0.04761003192979842,0.044243600219488144,0.25343856029212475,0.03045595432049595,0.02586338920518756,0.04586154555436224,0.27663008458912375,0.2412104619666934,0.03468637332553044
29,31.0,False,hbo,806045.0,2758.0,Waarschijnlijk wel,False,Ja,True,Ik ben er nog niet aan toe om nu kinderen te krijgen  Ik weet niet of ik zwanger zou kunnen worden.  Ik vind de verantwoordelijkheid heel groot. Wij zijn er nog niet aan toe,Ik ben er nog niet aan toe om nu kinderen te krijgen  Ik weet niet of ik zwanger zou kunnen worden.  Ik vind de verantwoordelijkheid heel groot.,Wij zijn er nog niet aan toe,Koopwoning,0.31485363878309724,0.07720599339809268,0.14056349326856435,0.03643143373192288,0.10399288712069392,0.06120720729231834,0.13445022022351621,0.0685341099218931,0.0627610144438222
30,39.0,True,wo,806152.0,1800.0,Zeker niet,True,Ja,False,"We hebben een kind met medische zorg dat voor 3 telt en een gezond kind. Hoe graag we ooit 3 kinderen wilde, fysiek en mentaal trekken we het niet om nog een kindje erbij te krijgen. De kans dat een volgend kind hetzelfde heeft als ons eerste kindje heeft er bij ons ervoor gezorgt dat we zeker niet meer voor een derde gaan ondanks  dat ons 2de kindje kerngezond is.","We hebben een kind met medische zorg dat voor 3 telt en een gezond kind. Hoe graag we ooit 3 kinderen wilde, fysiek en mentaal trekken we het niet om nog een kindje erbij te krijgen.",De kans dat een volgend kind hetzelfde heeft als ons eerste kindje heeft er bij ons ervoor gezorgt dat we zeker niet meer voor een derde gaan ondanks  dat ons 2de kindje kerngezond is.,Koopwoning,0.21285759676247834,0.10770978396758438,0.04576178197748959,0.0643239296739921,0.07144527025520801,0.250994329014793,0.08683624711120501,0.10548549515660852,0.054585560923442245
31,23.0,True,basisonderwijs,806210.0,0.0,Zeker niet,False,Nee,False,"Ik zou graag kinderen willen maar je weet nooit hoe het leven loopt van te voren. Misschien kan ik geen kinderen krijgen of heb ik op dat moment geen partner die kinderen wilt... Ik laat het gewoon op me af komen en als de tijd en situatie er is dan komt het wel. Ik zou wel graag kinderen willen, het lijkt me een van de bijzonderste dingen die je kan gebeuren in het leven.",Ik zou graag kinderen willen maar je weet nooit hoe het leven loopt van te voren. Misschien kan ik geen kinderen krijgen of heb ik op dat moment geen partner die kinderen wilt... Ik laat het gewoon op me af komen en als de tijd en situatie er is dan komt het wel.,"Ik zou wel graag kinderen willen, het lijkt me een van de bijzonderste dingen die je kan gebeuren in het leven.",Koopwoning,0.042354435031302276,0.02068892537499778,0.02154875970300054,0.016278453540871853,0.025255075487075375,0.039265566470567136,0.6200439833104611,0.19544675266370176,0.019118043666821904
32,36.0,True,mbo,806411.0,0.0,Zeker niet,True,Ja,False,Vanwege mijn.psychische onbalans: borderline persoonlijkheidsstoornis vind ik het niet verstandig meer kinderen te krijgen. Als ik dit niet zou hebben dan zou ik wel graag meer kinderen hebben gewild. Ik heb mezelf laten steriliseren om te voorkomen dat ik nog zwanger kan raken. 1. Mijn persoonlijkheidsstoornis 2. Financieel 3. Ik denk niet dat mijn man het überhaupt nog zou willen.,Vanwege mijn.psychische onbalans: borderline persoonlijkheidsstoornis vind ik het niet verstandig meer kinderen te krijgen. Als ik dit niet zou hebben dan zou ik wel graag meer kinderen hebben gewild. Ik heb mezelf laten steriliseren om te voorkomen dat ik nog zwanger kan raken.,1. Mijn persoonlijkheidsstoornis 2. Financieel 3. Ik denk niet dat mijn man het überhaupt nog zou willen.,Huurwoning,0.5542150691151619,0.019040738081093876,0.0551009948248975,0.02648498205235228,0.03468577181920409,0.06692045067902655,0.12770228167064487,0.07723492312361487,0.0386148001300171
33,25.0,False,hbo,806542.0,2825.0,Weet het niet,False,Ja,False,"Ik wil sowieso kinderen, maar nu nog niet Ik wil nog reizen","Ik wil sowieso kinderen, maar nu nog niet",Ik wil nog reizen,Koopwoning,0.056611864443402736,0.13410650119185447,0.055695189349353316,0.3278169219382107,0.09918261864222586,0.05466663694242015,0.07697172197513283,0.09164381062146276,0.10330474590882659
34,23.0,False,havo/vwo,806729.0,0.0,Waarschijnlijk niet,False,Ja,False,"Ik wil niet perse jong moeder worden, omdat ik eerst nog wil reizen en andere dingen wil doen. '- Ik wil nog reizen - Ik wil eerst een eigen huis - Ik wil eerst een goede baan","Ik wil niet perse jong moeder worden, omdat ik eerst nog wil reizen en andere dingen wil doen.",'- Ik wil nog reizen - Ik wil eerst een eigen huis - Ik wil eerst een goede baan,Koopwoning,0.08051814362406731,0.17121296632103622,0.06653351811692118,0.23809096026234328,0.13897800706326963,0.09163713448215276,0.04677350776910316,0.04680790395941585,0.11944784045917914
35,35.0,False,mbo,806900.0,,Waarschijnlijk wel,False,Nee,True,ik heb geen partner en wil geen bom moeder worden geen partner hebben,ik heb geen partner en wil geen bom moeder worden,geen partner hebben,Koopwoning,0.05117460982874036,0.042010460936580785,0.049291685136267915,0.08262804177356883,0.046217799274018034,0.05027480165008456,0.08989108662353829,0.04226351790712215,0.5462480068206788
36,25.0,True,havo/vwo,807135.0,0.0,Zeker niet,False,Nee,False,"Momenteel ben ik 25 en nog aan het studeren. Ik wil graag carrière maken en geld verdienen. Misschien nog reizen en dat wil ik niet combineren met kinderen. Dan hoop ik eind 20 met mijn vriend te trouwen en daarna maar een keer kinderen. Dan kunnen we intussentijd geld sparen, want nu kunnen we het ons ook niet bekostigen en we wonen in een studentenhuis dus het kan niet Ik ben er nog helemaal niet mee bezig eigenlijk. Het lijkt mjj eigenlijk echt vreselijk om zwanger te zijn en te bevallen. Dat lijkt me echt aan bevalling en dat maakt niet dat ik er naar uit kijk. Daarnaast heb je je vrijheid kwijt en het kost veel geld. Daar ben ik nu nog helemaal niet naar toe. In de toekomst denk ik wel dat ik kinderen wil, daarnaast weet ik dat mijn vriend ze sowieso wil","Momenteel ben ik 25 en nog aan het studeren. Ik wil graag carrière maken en geld verdienen. Misschien nog reizen en dat wil ik niet combineren met kinderen. Dan hoop ik eind 20 met mijn vriend te trouwen en daarna maar een keer kinderen. Dan kunnen we intussentijd geld sparen, want nu kunnen we het ons ook niet bekostigen en we wonen in een studentenhuis dus het kan niet","Ik ben er nog helemaal niet mee bezig eigenlijk. Het lijkt mjj eigenlijk echt vreselijk om zwanger te zijn en te bevallen. Dat lijkt me echt aan bevalling en dat maakt niet dat ik er naar uit kijk. Daarnaast heb je je vrijheid kwijt en het kost veel geld. Daar ben ik nu nog helemaal niet naar toe. In de toekomst denk ik wel dat ik kinderen wil, daarnaast weet ik dat mijn vriend ze sowieso wil",Gratis woning,0.015659957795287484,0.015946578769944608,0.8303736597299576,0.013270469103008508,0.022235590574564413,0.020610199752263726,0.03345086610643193,0.029645672091282903,0.018807019712403415
37,44.0,True,mbo,807223.0,,Zeker niet,False,Nee,False,Mijn leeftijd. Ik vind mijzelf te oud om nog een kindje te krijgen. Geen partner en mijn leeftijd,Mijn leeftijd. Ik vind mijzelf te oud om nog een kindje te krijgen.,Geen partner en mijn leeftijd,Koopwoning,0.08726693396456539,0.07482202998362482,0.10511940182186663,0.3077199336141348,0.11373374853283166,0.11632865590509027,0.0799770241137594,0.07734324668999762,0.037689032510388645
